quad_id,v0,v1,v2,v3,epsilon_target,inner_rate,outter_rate
4,16,17,18,19,0.003431348130106926,4,5
4,16,17,18,19,0.004533146508038044,5,3
4,16,17,18,19,0.004538550041615963,4,3
4,16,17,18,19,0.004570964723825455,4,3
4,16,17,18,19,0.004618726670742035,4,3
4,16,17,18,19,0.005286701023578644,3,3
4,16,17,18,19,0.005547996610403061,3,3
4,16,17,18,19,0.0058231898583471775,2,3
4,16,17,18,19,0.007292455993592739,2,3
4,16,17,18,19,0.008252138271927834,2,3
4,16,17,18,19,0.008313754573464394,2,3
4,16,17,18,19,0.00832647830247879,2,3
4,16,17,18,19,0.008344746194779873,2,3
4,16,17,18,19,0.009325994178652763,2,3
4,16,17,18,19,0.010631402023136616,1,3
4,16,17,18,19,0.013117995113134384,1,3
4,16,17,18,19,0.013304171152412891,1,3
4,16,17,18,19,0.01396853569895029,1,3
4,16,17,18,19,0.0141221908852458,2,2
4,16,17,18,19,0.014427450485527515,1,2
4,16,17,18,19,0.021350326016545296,1,2
4,16,17,18,19,0.02176472544670105,1,2
4,16,17,18,19,0.021804336458444595,1,2
4,16,17,18,19,0.02231677994132042,1,2
4,16,17,18,19,0.0231876689940691,1,1
5,20,21,22,23,0.0019811810925602913,5,5
5,20,21,22,23,0.0020431706216186285,5,4
5,20,21,22,23,0.002208121120929718,5,3
5,20,21,22,23,0.002694833092391491,5,2
5,20,21,22,23,0.0027017188258469105,5,2
5,20,21,22,23,0.0027348429430276155,5,2
5,20,21,22,23,0.002757407259196043,4,3
5,20,21,22,23,0.0034433375112712383,3,2
5,20,21,22,23,0.003444728907197714,3,2
5,20,21,22,23,0.003479354316368699,3,2
5,20,21,22,23,0.0035027966368943453,3,2
5,20,21,22,23,0.003527357941493392,3,2
5,20,21,22,23,0.003554694587364793,3,2
5,20,21,22,23,0.004116671625524759,3,2
5,20,21,22,23,0.0042068385519087315,3,1
5,20,21,22,23,0.004219741560518742,2,2
5,20,21,22,23,0.004330173600465059,2,2
5,20,21,22,23,0.004438284784555435,2,2
5,20,21,22,23,0.0045565227046608925,2,2
5,20,21,22,23,0.004916484002023935,1,1
5,20,21,22,23,0.005026011262089014,1,1
5,20,21,22,23,0.005131670273840427,1,1
5,20,21,22,23,0.005207651760429144,1,1
5,20,21,22,23,0.005212114658206701,1,1
5,20,21,22,23,0.005228080321103334,1,1
0,0,1,2,3,0.0031138588674366474,5,4
0,0,1,2,3,0.003142065368592739,5,4
0,0,1,2,3,0.003282043384388089,5,4
0,0,1,2,3,0.0034484234638512135,4,4
0,0,1,2,3,0.003883781610056758,4,4
0,0,1,2,3,0.003930253908038139,4,3
0,0,1,2,3,0.004013390745967627,4,3
0,0,1,2,3,0.004197743255645037,4,3
0,0,1,2,3,0.0043631261214613914,3,3
0,0,1,2,3,0.0044911326840519905,3,3
0,0,1,2,3,0.0045664189383387566,3,3
0,0,1,2,3,0.005074696149677038,3,3
0,0,1,2,3,0.0053529636934399605,1,4
0,0,1,2,3,0.006053578574210405,3,1
0,0,1,2,3,0.0060673304833471775,3,1
0,0,1,2,3,0.006222990341484547,3,1
0,0,1,2,3,0.006343117915093899,3,1
0,0,1,2,3,0.006551743950694799,3,1
0,0,1,2,3,0.006585209164768457,3,1
0,0,1,2,3,0.006836555898189545,3,1
0,0,1,2,3,0.00709074642509222,3,1
0,0,1,2,3,0.0071755568496882915,2,2
0,0,1,2,3,0.007520148064941168,1,2
0,0,1,2,3,0.007686225697398186,1,1
0,0,1,2,3,0.008270710706710815,1,1
6,24,25,26,27,0.0031049661338329315,5,4
6,24,25,26,27,0.0034608878195285797,4,4
6,24,25,26,27,0.0036816978827118874,3,4
6,24,25,26,27,0.005102296359837055,3,4
6,24,25,26,27,0.005104284733533859,3,4
6,24,25,26,27,0.005104992538690567,3,4
6,24,25,26,27,0.005363554693758488,2,4
6,24,25,26,27,0.005367681849747896,2,4
6,24,25,26,27,0.005383474752306938,2,4
6,24,25,26,27,0.005671033635735512,2,4
6,24,25,26,27,0.005814188160002232,3,3
6,24,25,26,27,0.0067239985801279545,1,4
6,24,25,26,27,0.006853768602013588,1,4
6,24,25,26,27,0.00696505606174469,2,3
6,24,25,26,27,0.008029693737626076,1,3
6,24,25,26,27,0.012916352599859238,1,3
6,24,25,26,27,0.01294071413576603,1,3
6,24,25,26,27,0.012941836379468441,1,3
6,24,25,26,27,0.012954741716384888,2,2
6,24,25,26,27,0.012977038510143757,1,2
6,24,25,26,27,0.018244901672005653,1,1
6,24,25,26,27,0.0182621031999588,1,1
6,24,25,26,27,0.018262287601828575,1,1
6,24,25,26,27,0.018278034403920174,1,1
6,24,25,26,27,0.018281636759638786,1,1
16,64,65,66,67,0.003986114636063576,5,3
16,64,65,66,67,0.004131440073251724,5,3
16,64,65,66,67,0.004487236961722374,4,3
16,64,65,66,67,0.0046595376916229725,4,3
16,64,65,66,67,0.004873941652476788,4,3
16,64,65,66,67,0.004982149228453636,3,3
16,64,65,66,67,0.005166214425116777,3,3
16,64,65,66,67,0.0052488986402750015,3,3
16,64,65,66,67,0.0052911993116140366,2,3
16,64,65,66,67,0.005428058095276356,2,3
16,64,65,66,67,0.0059225354343652725,1,3
16,64,65,66,67,0.006263132207095623,1,3
16,64,65,66,67,0.00663607707247138,1,3
16,64,65,66,67,0.006923069711774588,1,3
16,64,65,66,67,0.007189888972789049,1,3
16,64,65,66,67,0.0076026637107133865,1,3
16,64,65,66,67,0.007605547085404396,1,3
16,64,65,66,67,0.0076069156639277935,1,3
16,64,65,66,67,0.007608553394675255,2,2
16,64,65,66,67,0.00761023536324501,1,2
16,64,65,66,67,0.008376214653253555,1,2
16,64,65,66,67,0.008852039463818073,1,2
16,64,65,66,67,0.009213152341544628,1,2
16,64,65,66,67,0.010210864245891571,1,2
16,64,65,66,67,0.010378490202128887,1,1
11,44,45,46,47,0.0016889115795493126,5,5
11,44,45,46,47,0.0016891370760276914,4,5
11,44,45,46,47,0.0021393224596977234,3,5
11,44,45,46,47,0.0021821539849042892,2,5
11,44,45,46,47,0.00224397168494761,2,5
11,44,45,46,47,0.002244182862341404,2,5
11,44,45,46,47,0.0022443807683885098,3,4
11,44,45,46,47,0.002244517207145691,2,4
11,44,45,46,47,0.003076181747019291,3,3
11,44,45,46,47,0.0030762578826397657,3,3
11,44,45,46,47,0.0030765431001782417,3,3
11,44,45,46,47,0.003076706314459443,2,3
11,44,45,46,47,0.0031025793869048357,1,3
11,44,45,46,47,0.003207145258784294,1,3
11,44,45,46,47,0.0034595071338117123,1,3
11,44,45,46,47,0.0035122972913086414,1,3
11,44,45,46,47,0.004221249371767044,1,3
11,44,45,46,47,0.004479460883885622,1,2
11,44,45,46,47,0.004480499774217606,1,2
11,44,45,46,47,0.004480752628296614,1,2
11,44,45,46,47,0.004483089782297611,1,2
11,44,45,46,47,0.0044846199452877045,1,2
11,44,45,46,47,0.004547076299786568,1,1
11,44,45,46,47,0.004619349259883165,1,1
11,44,45,46,47,0.004669851157814264,1,1
17,68,69,70,71,0.006527228280901909,5,4
17,68,69,70,71,0.006919343024492264,5,4
17,68,69,70,71,0.007040243595838547,3,5
17,68,69,70,71,0.0071813203394412994,3,5
17,68,69,70,71,0.007834348827600479,3,4
17,68,69,70,71,0.007863931357860565,3,4
17,68,69,70,71,0.008403767831623554,3,4
17,68,69,70,71,0.008782714605331421,3,4
17,68,69,70,71,0.008933234959840775,3,3
17,68,69,70,71,0.01068405993282795,3,3
17,68,69,70,71,0.01265682652592659,2,3
17,68,69,70,71,0.014106430113315582,2,3
17,68,69,70,71,0.01421382650732994,2,1
17,68,69,70,71,0.014252478256821632,2,1
17,68,69,70,71,0.015067163854837418,2,1
17,68,69,70,71,0.017057249322533607,2,1
17,68,69,70,71,0.017231028527021408,2,1
17,68,69,70,71,0.018058238551020622,2,1
17,68,69,70,71,0.018066445365548134,2,1
17,68,69,70,71,0.01814691163599491,2,1
17,68,69,70,71,0.01985516957938671,2,1
17,68,69,70,71,0.020765643566846848,2,1
17,68,69,70,71,0.020852824673056602,1,1
17,68,69,70,71,0.02102033607661724,1,1
17,68,69,70,71,0.023021522909402847,1,1
3,12,13,14,15,0.007585947401821613,5,4
3,12,13,14,15,0.007874496281147003,3,4
3,12,13,14,15,0.008891938254237175,3,4
3,12,13,14,15,0.009094681590795517,3,4
3,12,13,14,15,0.00933128036558628,3,4
3,12,13,14,15,0.009936518967151642,3,3
3,12,13,14,15,0.01037486083805561,3,3
3,12,13,14,15,0.010624770075082779,3,3
3,12,13,14,15,0.011405275203287601,2,3
3,12,13,14,15,0.011929169297218323,2,3
3,12,13,14,15,0.01245446689426899,2,3
3,12,13,14,15,0.013109229505062103,2,3
3,12,13,14,15,0.019411001354455948,1,3
3,12,13,14,15,0.02146051824092865,1,3
3,12,13,14,15,0.022490791976451874,1,3
3,12,13,14,15,0.02264254167675972,1,3
3,12,13,14,15,0.02345183864235878,1,3
3,12,13,14,15,0.024177011102437973,2,2
3,12,13,14,15,0.02426866628229618,2,2
3,12,13,14,15,0.024395078420639038,2,2
3,12,13,14,15,0.025167260318994522,1,2
3,12,13,14,15,0.02745266631245613,1,2
3,12,13,14,15,0.02784557268023491,1,1
3,12,13,14,15,0.028275417163968086,1,1
3,12,13,14,15,0.02862420119345188,1,1
19,76,77,78,79,0.005567088723182678,5,5
19,76,77,78,79,0.007217062637209892,4,5
19,76,77,78,79,0.008974945172667503,4,4
19,76,77,78,79,0.008998889476060867,4,4
19,76,77,78,79,0.009802166372537613,3,4
19,76,77,78,79,0.01011529378592968,3,4
19,76,77,78,79,0.010389089584350586,3,4
19,76,77,78,79,0.010471060872077942,2,4
19,76,77,78,79,0.010860878974199295,2,4
19,76,77,78,79,0.010940346866846085,2,4
19,76,77,78,79,0.01103234849870205,3,3
19,76,77,78,79,0.011235341429710388,2,3
19,76,77,78,79,0.01275492925196886,2,3
19,76,77,78,79,0.013197001069784164,2,3
19,76,77,78,79,0.013678357005119324,2,3
19,76,77,78,79,0.014013641513884068,2,3
19,76,77,78,79,0.014100112020969391,2,3
19,76,77,78,79,0.014156259596347809,2,3
19,76,77,78,79,0.014166738837957382,1,2
19,76,77,78,79,0.014334389939904213,1,2
19,76,77,78,79,0.014511503279209137,1,2
19,76,77,78,79,0.015512675046920776,1,2
19,76,77,78,79,0.015532607212662697,1,2
19,76,77,78,79,0.017922300845384598,1,1
19,76,77,78,79,0.018041223287582397,1,1
15,60,61,62,63,0.005791132338345051,4,5
15,60,61,62,63,0.005937365815043449,4,5
15,60,61,62,63,0.006054550409317017,4,5
15,60,61,62,63,0.006146335043013096,4,4
15,60,61,62,63,0.006518866866827011,4,4
15,60,61,62,63,0.006521208211779594,4,3
15,60,61,62,63,0.00898209773004055,4,3
15,60,61,62,63,0.009072810411453247,4,3
15,60,61,62,63,0.00912619661539793,3,3
15,60,61,62,63,0.01062537357211113,3,3
15,60,61,62,63,0.011542590335011482,3,3
15,60,61,62,63,0.011959516443312168,3,3
15,60,61,62,63,0.011983925476670265,3,3
15,60,61,62,63,0.012022638693451881,3,2
15,60,61,62,63,0.01215343177318573,3,2
15,60,61,62,63,0.012944964691996574,3,2
15,60,61,62,63,0.013655515387654305,3,2
15,60,61,62,63,0.014321379363536835,1,3
15,60,61,62,63,0.014820653945207596,2,2
15,60,61,62,63,0.01496328879147768,2,2
15,60,61,62,63,0.015000859275460243,2,2
15,60,61,62,63,0.015051184222102165,2,2
15,60,61,62,63,0.017616506665945053,2,1
15,60,61,62,63,0.017725540325045586,2,1
15,60,61,62,63,0.023910999298095703,1,1
2,8,9,10,11,0.0044075604528188705,5,5
2,8,9,10,11,0.004550617188215256,5,4
2,8,9,10,11,0.004631558433175087,5,3
2,8,9,10,11,0.004688357934355736,5,3
2,8,9,10,11,0.0047628628090023994,4,4
2,8,9,10,11,0.004839960485696793,4,3
2,8,9,10,11,0.005237440578639507,4,3
2,8,9,10,11,0.006001664325594902,4,3
2,8,9,10,11,0.006215555593371391,4,2
2,8,9,10,11,0.00641653873026371,4,2
2,8,9,10,11,0.006888679228723049,3,3
2,8,9,10,11,0.007554711773991585,3,2
2,8,9,10,11,0.007966103963553905,3,2
2,8,9,10,11,0.007973257452249527,3,2
2,8,9,10,11,0.00804926361888647,3,2
2,8,9,10,11,0.00823824293911457,3,2
2,8,9,10,11,0.008852147497236729,2,2
2,8,9,10,11,0.009754221886396408,2,2
2,8,9,10,11,0.01022305153310299,2,2
2,8,9,10,11,0.010927658528089523,2,2
2,8,9,10,11,0.010978060774505138,2,2
2,8,9,10,11,0.012478958815336227,2,2
2,8,9,10,11,0.012711579911410809,2,1
2,8,9,10,11,0.014671405777335167,2,1
2,8,9,10,11,0.01760721206665039,1,1
13,52,53,54,55,0.0034152772277593613,5,5
13,52,53,54,55,0.00358234578743577,5,4
13,52,53,54,55,0.004095470532774925,5,2
13,52,53,54,55,0.004180675372481346,5,2
13,52,53,54,55,0.0042616622522473335,5,2
13,52,53,54,55,0.004495305009186268,5,2
13,52,53,54,55,0.004495436791330576,4,3
13,52,53,54,55,0.004788829013705254,4,3
13,52,53,54,55,0.004925577901303768,4,2
13,52,53,54,55,0.00501581747084856,4,2
13,52,53,54,55,0.005904805846512318,3,3
13,52,53,54,55,0.007010903209447861,3,3
13,52,53,54,55,0.007029430940747261,3,2
13,52,53,54,55,0.00710439495742321,3,2
13,52,53,54,55,0.008235013112425804,3,2
13,52,53,54,55,0.008382541127502918,3,2
13,52,53,54,55,0.008433223702013493,3,2
13,52,53,54,55,0.008433462120592594,3,2
13,52,53,54,55,0.008435137569904327,3,1
13,52,53,54,55,0.009537572972476482,3,1
13,52,53,54,55,0.009775481186807156,3,1
13,52,53,54,55,0.010046254843473434,2,2
13,52,53,54,55,0.011446425691246986,2,1
13,52,53,54,55,0.012042177841067314,2,1
13,52,53,54,55,0.014796407893300056,1,1
10,40,41,42,43,0.0063196709379553795,5,4
10,40,41,42,43,0.006839727517217398,3,4
10,40,41,42,43,0.006889349315315485,3,4
